title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
3 bedroom house for sale,buy,4999000,3,2,-33.929413,18.4497262,S.O.A.,Houses,https://www.residentialpeople.com/za/property/suokhw/
2 bedroom house for sale,buy,1750000,2,1,-33.932124,18.449595,S.O.A.,Houses,https://www.residentialpeople.com/za/property/avs3kg-freehold/
2 bedroom house for sale,buy,450000,2,1,-33.96417,18.65447,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mme7cq/
3 bedroom house for sale,buy,2299500,3,1,-33.9302859,18.449019,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kxddsl-freehold/
3 bedroom house for sale,buy,1595000,3,1,-33.9882169,18.4946856,224.0,Houses,https://www.residentialpeople.com/za/property/cby3xz-lansdowne-za-cape-town/
2 bedroom house for sale,buy,450,2,1,-33.9743585,18.6425654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a4tcod/
3 bedroom house for sale,buy,1700000,3,2,-33.9185674,18.447548,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cc5pgn-freehold/
2 bedroom house for sale,buy,279000,2,1,-33.9743585,18.6425654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mq5n3r/
2 bedroom townhouse for sale,buy,600000,2,1,-33.9457644,18.6658101,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/hecqpa/
1 bedroom house for sale,buy,250000,1,1,-33.9457644,18.6658101,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f557nd/
2 bedroom flat/apartment for sale,buy,2350000,2,1,-33.9679039,18.4698695,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/l39hcb/
2 bedroom flat/apartment for sale,buy,1695000,2,1,-33.9679039,18.4698695,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/hx2ttp-sectional-title/
1 bedroom flat/apartment for sale,buy,2199000,1,1,-33.929413,18.4497262,54.0,Flats/Apartments,https://www.residentialpeople.com/za/property/gfjfkb/
4 bedroom house for sale,buy,3198000,4,3,-33.8667412,18.6596661,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cj2n6v/
6 bedroom smallholding/farm for sale,buy,5300000,6,6,-33.9683554,18.650821,S.O.A.,Smallholdings/Farms,https://www.residentialpeople.com/za/property/dhd7wk/
2 bedroom flat/apartment for sale,buy,1650000,2,2,-33.929413,18.4497262,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/vjdqus-woodstock-cape-town/
4 bedroom house for sale,buy,4200000,4,2,-33.9775969,18.47739,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bfnj6z/
2 bedroom house for sale,buy,1480000,2,1,-33.929413,18.4497262,S.O.A.,Houses,https://www.residentialpeople.com/za/property/snyprv/
4 bedroom house for sale,buy,2390000,4,3,-33.8812788,18.6695217,250.0,Houses,https://www.residentialpeople.com/za/property/kczs6o/
3 bedroom house for sale,buy,3200000,3,3,-33.931654,18.450255,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bj9ure/
3 bedroom house for sale,buy,2050000,3,2,-33.9126437,18.6754604,150.0,Houses,https://www.residentialpeople.com/za/property/euasac/
3 bedroom house for sale,buy,320000,3,2,-33.9881912,18.6309092,57.0,Houses,https://www.residentialpeople.com/za/property/vk7ygg/
3 bedroom house for sale,buy,2349000,3,2,-33.9126437,18.6754604,255.0,Houses,https://www.residentialpeople.com/za/property/jsamcz/
3 bedroom house for sale,buy,2250000,3,3,-33.8812788,18.6695217,211.0,Houses,https://www.residentialpeople.com/za/property/buvt2a/
5 bedroom house for sale,buy,3590000,5,3,-33.844797,18.6425999,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wq8uzs/
1 bedroom house for sale,buy,150000,1,1,-33.9638521,18.6576447,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yqbsgt/
3 bedroom house for sale,buy,2349000,3,2,-33.9126437,18.6754604,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ss5dxc/
2 bedroom house for sale,buy,675000,2,1,-33.9433497,18.669608,S.O.A.,Houses,https://www.residentialpeople.com/za/property/akuvoj/
3 bedroom house for sale,buy,3295000,3,2,-33.8388821,18.6362352,S.O.A.,Houses,https://www.residentialpeople.com/za/property/t74eyz-freehold/
1.5 bedroom duplex for sale,buy,1599000,1.5,1,-33.8811416,18.6698627,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/yud64k-freehold/
3 bedroom house for sale,buy,1450000,3,1,-33.92532,18.673921,107.0,Houses,https://www.residentialpeople.com/za/property/wks9le/
3 bedroom house for sale,buy,3295000,3,2,-33.8388821,18.6362352,240.0,Houses,https://www.residentialpeople.com/za/property/afy58x/
3 bedroom house for sale,buy,2795000,3,2,-33.8717533,18.6660189,200.0,Houses,https://www.residentialpeople.com/za/property/j75o9gic/
3 bedroom house for sale,buy,1699000,3,2,-33.92532,18.673921,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hvsouk/
4 bedroom house for sale,buy,6200000,4,3,-33.8525092,18.6513455,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y9zktr-freehold/
2 bedroom house for sale,buy,2495000,2,1,-33.933738,18.4482864,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qmug7g-freehold/
2 bedroom house for sale,buy,1950000,2,2,-33.931053,18.448632,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b7jvxb-freehold/
3 bedroom duplex for sale,buy,1699000,3,2,-33.9161232,18.6747181,179.0,Duplex,https://www.residentialpeople.com/za/property/es926k/
4 bedroom house for sale,buy,2995000,4,2,-33.9304769,18.4482949,S.O.A.,Houses,https://www.residentialpeople.com/za/property/d83xbb-freehold/
3 bedroom duplex for sale,buy,1699000,3,2,-33.9161232,18.6747181,179.0,Duplex,https://www.residentialpeople.com/za/property/y8q58u/
4 bedroom house for sale,buy,6990000,4,4,-33.8488017,18.646148,S.O.A.,Houses,https://www.residentialpeople.com/za/property/slgabw/
7 bedroom house for sale,buy,3950000,7,2,-33.931053,18.448632,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m8yslm-freehold/
3 bedroom flat/apartment for sale,buy,1775000,3,1,-33.969199,18.469672,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/bb4c4b-sectional-title/
3 bedroom house for sale,buy,980000,3,2,-33.96985,18.65145,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ya9yra/
12 bedroom house for sale,buy,5500000,12,12,-33.93054,18.4482709,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xdlc9k-freehold/
3 bedroom house for sale,buy,2649000,3,2,-33.833334,18.495268,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wfxynp-freehold/
2 bedroom flat/apartment for sale,buy,999000,2,1,-33.8878709,18.671461,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/g4cfmg-sectional-title/
2 bedroom flat/apartment for sale,buy,2500000,2,1,-33.967041,18.4674086,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/rwhtgw-sectional-title/
3 bedroom house for sale,buy,1925000,3,2,-33.9126437,18.6754604,250.0,Houses,https://www.residentialpeople.com/za/property/orb6nn83/
5 bedroom house for sale,buy,3850000,5,3,-33.833334,18.495268,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h69arc-freehold/
3 bedroom house for sale,buy,1649000,3,2,-33.9161232,18.6747181,145.0,Houses,https://www.residentialpeople.com/za/property/vf0aevzz/
3 bedroom house for sale,buy,1750000,3,2,-33.9298075,18.6732334,200.0,Houses,https://www.residentialpeople.com/za/property/azrbju/
2 bedroom flat/apartment for sale,buy,1695000,2,1,-33.9690745,18.4666801,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/jaccwf-sectional-title/
2 bedroom flat/apartment for sale,buy,1795000,2,1,-33.9701797,18.467787,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/cgtc5h-sectional-title/
5 bedroom house for sale,buy,850000,5,3,-34.0070629,18.5789692,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kxki4y7m/
3 bedroom house for sale,buy,1400000,3,1,-33.982486,18.481062,S.O.A.,Houses,https://www.residentialpeople.com/za/property/e99d3r/
6 bedroom house for sale,buy,2499999,6,3,-33.8278399,18.502317,S.O.A.,Houses,https://www.residentialpeople.com/za/property/muh3ma-freehold/
3 bedroom townhouse for sale,buy,1850000,3,2,-33.8278399,18.502317,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/ykz3ea/
4 bedroom house for sale,buy,3999000,4,2,-33.8278399,18.502317,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ywgahv/
2 bedroom house for sale,buy,350000,2,1,-33.9871137,18.6342398,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qgllnd/
3 bedroom flat/apartment for sale,buy,3840000,3,2,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/cydrmg/
5 bedroom house for sale,buy,3850000,5,3,-33.833334,18.495268,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xuc82h/
3 bedroom house for sale,buy,1575000,3,2,-33.8206867,18.5194266,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vvh2rm-freehold/
3 bedroom house for sale,buy,1795000,3,2,-33.8206867,18.5194266,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w547qo-freehold/
3 bedroom house for sale,buy,1795000,3,2,-33.8206867,18.5194266,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tyl53n-sectional-title/
2 bedroom house for sale,buy,4400000,2,2,-33.9400879,18.4486189,S.O.A.,Houses,https://www.residentialpeople.com/za/property/loesaa/
4 bedroom house for sale,buy,3200000,4,2,-33.9851396,18.4838831,S.O.A.,Houses,https://www.residentialpeople.com/za/property/awnp6t-sectional-title/
3 bedroom house for sale,buy,2495000,3,2,-33.847307,18.648111,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gfefgj/
3 bedroom house for sale,buy,2495000,3,2,-33.847307,18.648111,S.O.A.,Houses,https://www.residentialpeople.com/za/property/t9zmjd-freehold/
4 bedroom house for sale,buy,3450000,4,3,-33.847307,18.648111,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gyjc2c-freehold/
4 bedroom house for sale,buy,2149000,4,3,-33.913561,18.6781264,S.O.A.,Houses,https://www.residentialpeople.com/za/property/z3bjcy/
1 bedroom flat/apartment for sale,buy,1795000,1,1,-33.978349,18.475596,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/wnj2ze/
3 bedroom flat/apartment for sale,buy,11900000,3,2,-33.8363842,18.635361,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xr4b6f-sectional-title/
3 bedroom house for sale,buy,3950000,3,2,-33.9343539,18.4461526,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ygglhl/
2 bedroom house for sale,buy,1499000,2,2,-33.8293701,18.4953044,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kpw2zx-freehold/
3 bedroom duplex for sale,buy,1949000,3,2,-33.8556601,18.6564232,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/juzo3z-freehold/
2 bedroom flat/apartment for sale,buy,5800000,2,2,-33.8363842,18.635361,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/vjmoka-sectional-title/
2 bedroom flat/apartment for sale,buy,1495000,2,1,-33.9840793,18.4823223,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xqa6ah-sectional-title/
4 bedroom house for sale,buy,3500000,4,3,-33.8293701,18.4953044,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vu6zjo-freehold/
4 bedroom house for sale,buy,2850000,4,2,-33.8293701,18.4953044,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c9okzv-freehold/
3 bedroom house for sale,buy,2250000,3,2,-33.8293701,18.4953044,S.O.A.,Houses,https://www.residentialpeople.com/za/property/p4cw2o-freehold/
5 bedroom house for sale,buy,2399000,5,4,-33.9930865,18.495859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ajebse/
3 bedroom house for sale,buy,8850000,3,3,-33.9754202,18.4704225,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ucd2qm/
3 bedroom house for sale,buy,23950000,3,3,-33.980174,18.477103,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qrggbw-freehold/
4 bedroom house for sale,buy,1880000,4,3,-33.9376454,18.6747181,268.0,Houses,https://www.residentialpeople.com/za/property/h589ge/
3 bedroom townhouse for sale,buy,1250000,3,2,-33.9376454,18.6747181,85.0,Townhouses,https://www.residentialpeople.com/za/property/bupfst/
4 bedroom house for sale,buy,3670000,4,2,-33.8528389,18.6552209,94.0,Houses,https://www.residentialpeople.com/za/property/8o8t2v69-gardenia-crescent-eversdal-heights/
2 bedroom flat/apartment for sale,buy,2370000,2,2,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/stochq/
2 bedroom townhouse for sale,buy,1450000,2,1,-33.8281239,18.5022099,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/cl4foo-sectional-title/
2 bedroom flat/apartment for sale,buy,3900000,2,2,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/mzdyyg/
2 bedroom flat/apartment for sale,buy,3400000,2,2,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/dpb9tl/
6 bedroom house for sale,buy,2050000,6,4,-33.9376454,18.6747181,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xyq6zf/
24 bedroom duplex for sale,buy,16000000,24,16,-33.8281239,18.5022099,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/fr84bb/
4 bedroom house for sale,buy,3250000,4,3,-33.9954688,18.4992116,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pcsljl-kenwyn-cape-town-western-cape/
3 bedroom townhouse for sale,buy,1695000,3,2,-33.8281239,18.5022099,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/t86jge/
3 bedroom house for sale,buy,1575000,3,2,-33.8194851,18.5202094,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vzvqea-freehold/
2 bedroom flat/apartment for sale,buy,2850000,2,2,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/bukfbd-sectional-title/
2 bedroom flat/apartment for sale,buy,2650000,2,1,-33.8281239,18.5022099,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/r6ct7m/
3 bedroom townhouse for sale,buy,1090000,3,1,-33.9293958,18.6767412,115.0,Townhouses,https://www.residentialpeople.com/za/property/ndpxpp/
2 bedroom flat/apartment for sale,buy,6250000,2,2,-33.9206555,18.4430261,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/wzuj6u-sectional-title/
2 bedroom flat/apartment for sale,buy,6250000,2,2,-33.9206555,18.4430261,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/d7hcam-sectional-title/
2 bedroom flat/apartment for sale,buy,1250000,2,1,-33.9898,18.4893,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/fnxaxr-sectional-title/
3 bedroom house for sale,buy,1275000,3,1,-33.9273479,18.4443859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/l2pdde/
3 bedroom house for sale,buy,1749000,3,2,-33.8635955,18.663332,S.O.A.,Houses,https://www.residentialpeople.com/za/property/eamajs-2-stellen-villas-stellenryk/
3 bedroom house for sale,buy,3200000,3,3,-33.8692354,18.6669236,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yawyce/
5 bedroom house for sale,buy,15500000,5,5,-33.9839443,18.4837242,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wyyoas-freehold/
4 bedroom house for sale,buy,550000,4,1,-33.96202,18.65277,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bnn7eu/
1 bedroom flat/apartment for sale,buy,1095000,1,1,-33.829726,18.512012,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/qq487f-sectional-title/
2 bedroom house for sale,buy,250000,2,1,-33.9727108,18.6423115,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pgb69v/
4 bedroom house for sale,buy,3150000,4,2,-33.981798,18.489393,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rgck2f/
3 bedroom flat/apartment for sale,buy,3195000,3,2,-33.9615099,18.4691751,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/m5jode-sectional-title/
1 bedroom flat/apartment for sale,buy,650000,1,1,-33.8875905,18.6635832,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/p5yuuy92/
3 bedroom house for sale,buy,1650000,3,1,-33.9273986,18.4548127,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wvrbtv-freehold/
2 bedroom flat/apartment for sale,buy,1950000,2,1,-33.932989,18.455142,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/jez8dr/
5 bedroom house for sale,buy,5995000,5,5,-33.8467399,18.637773,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zklyno/
3 bedroom townhouse for sale,buy,1590000,3,2,-33.8875905,18.6635832,158.0,Townhouses,https://www.residentialpeople.com/za/property/dlzrxg/
3 bedroom duplex for sale,buy,1999000,3,2,-33.825483,18.540363,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/drgbvw-sectional-title/
2 bedroom house for sale,buy,530000,2,1,-33.9614433,18.6472527,83.0,Houses,https://www.residentialpeople.com/za/property/vnhgbd/
5 bedroom house for sale,buy,2900000,5,4,-33.8350852,18.5077307,240.0,Houses,https://www.residentialpeople.com/za/property/c8ktup/
3 bedroom house for sale,buy,4399000,3,2,-33.975946,18.4890589,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jpvpef-freehold/
4 bedroom house for sale,buy,4095000,4,2,-33.8350852,18.5077307,S.O.A.,Houses,https://www.residentialpeople.com/za/property/aw6wte/
3 bedroom townhouse for sale,buy,1550000,3,2,-33.9148263,18.6658101,94.0,Townhouses,https://www.residentialpeople.com/za/property/zozfzx/
2 bedroom house for sale,buy,290000,2,1,-33.9614433,18.6472527,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hhjsam/
1 bedroom flat/apartment for sale,buy,1450000,1,1,-33.9635803,18.4762773,51.0,Flats/Apartments,https://www.residentialpeople.com/za/property/o5ormz/
4 bedroom house for sale,buy,2450000,4,2,-33.8341317,18.5122243,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wldfhs-freehold/
1 bedroom flat/apartment for sale,buy,2300000,1,1,-33.9635803,18.4762773,68.0,Flats/Apartments,https://www.residentialpeople.com/za/property/ldgjdc/
2 bedroom flat/apartment for sale,buy,1895000,2,1,-33.9635803,18.4762773,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/uf72xt/
1 bedroom flat/apartment for sale,buy,1795000,1,1,-33.9635803,18.4762773,49.0,Flats/Apartments,https://www.residentialpeople.com/za/property/zkqovw/
